lsgi_code_ward_number,lsgi_code,lsgi_name,ward_number,ward_name,elected_representative,district,lsgi_type,winning_party,winning_front,votes,year
B10117_12,B10117,Tirur,12,Chamravattam,Misriya,Malappuram,Block Panchayat,IUML,UDF,5624,2025
B10117_13,B10117,Tirur,13,Puthuppalli,Ameen Karuvanath,Malappuram,Block Panchayat,INC,UDF,3904,2025
B10117_14,B10117,Tirur,14,Purathur,Sabna Kulangaraveetil,Malappuram,Block Panchayat,IUML,UDF,4259,2025
B10117_15,B10117,Tirur,15,Valamaruthur,Arifa,Malappuram,Block Panchayat,IUML,UDF,3853,2025
B10117_16,B10117,Tirur,16,Mangalam,Ibrahimkutti (Bava),Malappuram,Block Panchayat,INC,UDF,3560,2025
B10117_17,B10117,Tirur,17,Koottayi,Mohamed Haneef,Malappuram,Block Panchayat,CPI(M),LDF,3884,2025
B10116_1,B10116,Tirurangadi,1,Kadalundi Nagaram,M P  Subaida Teacher,Malappuram,Block Panchayat,IUML,UDF,4788,2025
B10116_2,B10116,Tirurangadi,2,Thenhippalam,T P Asdaf,Malappuram,Block Panchayat,INC,UDF,4288,2025
B10116_3,B10116,Tirurangadi,3,University,E K Bhasheer,Malappuram,Block Panchayat,IUML,UDF,3975,2025
B10116_4,B10116,Tirurangadi,4,Neerolpaalam,T K Maimoonath,Malappuram,Block Panchayat,IUML,UDF,3886,2025
B10116_5,B10116,Tirurangadi,5,Kadappadi,Nazeera Haider,Malappuram,Block Panchayat,IUML,UDF,5769,2025
B10116_6,B10116,Tirurangadi,6,Kollamchina,Ismayil Kavungal,Malappuram,Block Panchayat,IUML,UDF,4562,2025
B10116_7,B10116,Tirurangadi,7,Parambil Peedika,Ameerali C C,Malappuram,Block Panchayat,IUML,UDF,4817,2025
B10116_8,B10116,Tirurangadi,8,Padikkal,M M Jamsheena,Malappuram,Block Panchayat,IUML,UDF,4914,2025
B10116_9,B10116,Tirurangadi,9,Velimukku,Ruksana Nisar,Malappuram,Block Panchayat,INC,UDF,5400,2025
B10116_10,B10116,Tirurangadi,10,Parakkadavu,N M Anvarsadath,Malappuram,Block Panchayat,IUML,UDF,6238,2025
B10116_11,B10116,Tirurangadi,11,Kundoor,Chandran,Malappuram,Block Panchayat,IUML,UDF,6702,2025
B10116_12,B10116,Tirurangadi,12,Nannambra,Shafi Pookkayil,Malappuram,Block Panchayat,INC,UDF,3905,2025
B10116_13,B10116,Tirurangadi,13,Kodinhi,Thasleema,Malappuram,Block Panchayat,IUML,UDF,6409,2025
B10116_14,B10116,Tirurangadi,14,Kaliyattamukku,Ayishummu,Malappuram,Block Panchayat,IUML,UDF,6931,2025
B10116_15,B10116,Tirurangadi,15,Athanikkal,Sulaikha Painatt,Malappuram,Block Panchayat,IUML,UDF,4223,2025
B10116_16,B10116,Tirurangadi,16,Ariyallur,Vinayan Parol,Malappuram,Block Panchayat,CPI(M),LDF,4324,2025
B10115_1,B10115,Vengara,1,Pukayoor,Safoora,Malappuram,Block Panchayat,IUML,UDF,5980,2025
B10115_2,B10115,Vengara,2,Kakkadampuram,Sulaikha Majeed,Malappuram,Block Panchayat,INC,UDF,5682,2025
B10115_3,B10115,Vengara,3,Thottasseriyara,Haseena,Malappuram,Block Panchayat,INC,UDF,4364,2025
B10115_4,B10115,Vengara,4,Achanambalam,Khadeeja,Malappuram,Block Panchayat,IUML,UDF,6521,2025
B10115_5,B10115,Vengara,5,Cherur,Devadasan,Malappuram,Block Panchayat,IUML,UDF,6894,2025
B10115_6,B10115,Vengara,6,Kuttaloor,Sayyid Abdullah Mansoor,Malappuram,Block Panchayat,IUML,UDF,5546,2025
B10115_7,B10115,Vengara,7,Karathode,Pandikkadavath Abuthahir,Malappuram,Block Panchayat,IUML,UDF,6876,2025
B10115_8,B10115,Vengara,8,Edayattuparambu,Zubair Master,Malappuram,Block Panchayat,IUML,UDF,5446,2025
B10115_9,B10115,Vengara,9,Palani,Shamlath Kavarodi,Malappuram,Block Panchayat,INC,UDF,6001,2025
B10115_10,B10115,Vengara,10,Parappur,Rasiya,Malappuram,Block Panchayat,IUML,UDF,5931,2025
B10115_11,B10115,Vengara,11,Edarikkode,V.T. Subair Thangal,Malappuram,Block Panchayat,IUML,UDF,3720,2025
B10115_12,B10115,Vengara,12,Puthuparambu,Abdul Rasakh Padancheri,Malappuram,Block Panchayat,IUML,UDF,5990,2025
B10115_13,B10115,Vengara,13,Valakkulam,Abdul Nasar,Malappuram,Block Panchayat,INC,UDF,6119,2025
B10115_14,B10115,Vengara,14,Thennala,Abdu Salah (P.T. Salahu),Malappuram,Block Panchayat,IUML,UDF,6356,2025
B10115_15,B10115,Vengara,15,Kacheripadi,Abdul Majeed,Malappuram,Block Panchayat,IUML,UDF,7971,2025
B10115_16,B10115,Vengara,16,Vengara,Shaharban A.K. Nasar,Malappuram,Block Panchayat,IUML,UDF,8006,2025
B10115_17,B10115,Vengara,17,Kuttoor,Sheeja Chandran,Malappuram,Block Panchayat,INC,UDF,6674,2025
B10115_18,B10115,Vengara,18,V K Padi,Jusaira,Malappuram,Block Panchayat,IUML,UDF,6176,2025
B10107_1,B10107,Wandoor,1,Vadapuram,Abdurasak,Malappuram,Block Panchayat,INC,UDF,3962,2025
B10107_2,B10107,Wandoor,2,Naduvath,Ajitha Kuthiradath,Malappuram,Block Panchayat,INC,UDF,4437,2025
B10107_3,B10107,Wandoor,3,Wandoor,P.K Mubasheer,Malappuram,Block Panchayat,CPI(M),LDF,4757,2025
B10107_4,B10107,Wandoor,4,Karadu,Sirajudheen Thullisseri,Malappuram,Block Panchayat,IND,OTH,5097,2025
B10107_5,B10107,Wandoor,5,Vaniyambalam,Praseetha,Malappuram,Block Panchayat,INC,UDF,6776,2025
B10107_6,B10107,Wandoor,6,Porur,C P Unnichathan (Nani),Malappuram,Block Panchayat,CPI(M),LDF,4352,2025
B10107_7,B10107,Wandoor,7,Cherukode,Amritha Teacher,Malappuram,Block Panchayat,INC,UDF,7542,2025
B10107_8,B10107,Wandoor,8,Chembrasseri,Shereef,Malappuram,Block Panchayat,INC,UDF,5181,2025
B10107_9,B10107,Wandoor,9,Pandikkad,Safeerjan,Malappuram,Block Panchayat,INC,UDF,5605,2025
B10107_10,B10107,Wandoor,10,Valluvangade,Assainar,Malappuram,Block Panchayat,IUML,UDF,6249,2025
B10107_11,B10107,Wandoor,11,Vettikkatteeri,Rahiyanath Beevi,Malappuram,Block Panchayat,IUML,UDF,7210,2025
B10107_12,B10107,Wandoor,12,Mailooth,Sajna Mol,Malappuram,Block Panchayat,INC,UDF,4048,2025
B10107_13,B10107,Wandoor,13,Thrikkalangode,Manjusha,Malappuram,Block Panchayat,INC,UDF,5917,2025
B10107_14,B10107,Wandoor,14,Karakkunnu,Adv.Shifa Abdul Jaleel,Malappuram,Block Panchayat,CPI(M),LDF,5945,2025
B10107_15,B10107,Wandoor,15,Manjappatta,Ranjima Teacher,Malappuram,Block Panchayat,IUML,UDF,7251,2025
B10107_16,B10107,Wandoor,16,Thiruvali,Shany,Malappuram,Block Panchayat,CPI(M),LDF,4170,2025
B10107_17,B10107,Wandoor,17,Naduvakkad,Sreedharan C,Malappuram,Block Panchayat,IUML,UDF,6356,2025
B10107_18,B10107,Wandoor,18,Mampad,Mohammadali,Malappuram,Block Panchayat,IUML,UDF,6137,2025
B09104_1,B09104,Alathoor,1,Tarur,Vishnu M,Palakkad,Block Panchayat,CPI(M),LDF,3810,2025
B09104_2,B09104,Alathoor,2,Athipotta,Shemeera K M,Palakkad,Block Panchayat,IUML,UDF,3804,2025
B09104_3,B09104,Alathoor,3,Kavassery,Kavitha Santhosh,Palakkad,Block Panchayat,INC,UDF,4323,2025
B09104_4,B09104,Alathoor,4,Alathur,Thanshila Rabin,Palakkad,Block Panchayat,INC,UDF,4494,2025
B09104_5,B09104,Alathoor,5,Erimayur,Kannan M,Palakkad,Block Panchayat,CPI(M),LDF,5668,2025
B09104_6,B09104,Alathoor,6,Kunisseri,K A Baburaj,Palakkad,Block Panchayat,CPI(M),LDF,4585,2025
B09104_7,B09104,Alathoor,7,Kattusseri,C Ambika,Palakkad,Block Panchayat,CPI(M),LDF,4895,2025
B09104_8,B09104,Alathoor,8,Mangalam,V Sreenath,Palakkad,Block Panchayat,INC,UDF,4670,2025
B09104_9,B09104,Alathoor,9,Elavampadam,Sunitha Saseendran,Palakkad,Block Panchayat,CPI(M),LDF,4814,2025
B09104_10,B09104,Alathoor,10,Kizhakkancherry,U Asharaf,Palakkad,Block Panchayat,CPI(M),LDF,5501,2025
B09104_11,B09104,Alathoor,11,Moolamcode,Ali S,Palakkad,Block Panchayat,CPI,LDF,4512,2025
B09104_12,B09104,Alathoor,12,Vadakkencherry,Shamsudheen I,Palakkad,Block Panchayat,CPI(M),LDF,4658,2025
B09104_13,B09104,Alathoor,13,Mannapra,Lalitha Narayanan,Palakkad,Block Panchayat,CPI(M),LDF,3904,2025
B09104_14,B09104,Alathoor,14,Kannambra,T Kannan,Palakkad,Block Panchayat,CPI(M),LDF,4453,2025
B09104_15,B09104,Alathoor,15,Puthucode,Amina,Palakkad,Block Panchayat,INC,UDF,4166,2025
B09104_16,B09104,Alathoor,16,Manappadam,Ajitha,Palakkad,Block Panchayat,INC,UDF,3313,2025
B09104_17,B09104,Alathoor,17,Padur,Sheeja Viswambaran,Palakkad,Block Panchayat,CPI(M),LDF,4175,2025
B09097_1,B09097,Attapadi,1,Paloor,Chellan,Palakkad,Block Panchayat,INC,UDF,1027,2025
B09097_2,B09097,Attapadi,2,Pudur,Vally,Palakkad,Block Panchayat,BJP,NDA,1152,2025
B09097_3,B09097,Attapadi,3,Chalayur,Thulasi Anand,Palakkad,Block Panchayat,INC,UDF,1128,2025
B09097_4,B09097,Attapadi,4,Kottathara,Ganesan,Palakkad,Block Panchayat,INC,UDF,1057,2025
B09097_5,B09097,Attapadi,5,Anakkatti,Vanitha,Palakkad,Block Panchayat,INC,UDF,1050,2025
B09097_6,B09097,Attapadi,6,Sholayur,Rukka,Palakkad,Block Panchayat,INC,UDF,1337,2025
B09097_7,B09097,Attapadi,7,Pettikkal,Sivakumar D,Palakkad,Block Panchayat,INC,UDF,1289,2025
B09097_8,B09097,Attapadi,8,Agali,Maheswari,Palakkad,Block Panchayat,CPI(M),LDF,1285,2025
B09097_9,B09097,Attapadi,9,Nellippathi,Easwari Resan,Palakkad,Block Panchayat,INC,UDF,1596,2025
B09097_10,B09097,Attapadi,10,Karara,Ashok Kumar,Palakkad,Block Panchayat,CPI,LDF,1253,2025
B09097_11,B09097,Attapadi,11,Jellippara,Hamsappa Nechiyodan,Palakkad,Block Panchayat,CPI(M),LDF,1494,2025
B09097_12,B09097,Attapadi,12,Kalkkandi,Sheeja R,Palakkad,Block Panchayat,KC(Jacob),UDF,1397,2025
B09097_13,B09097,Attapadi,13,Chemmannur,Joseph P O,Palakkad,Block Panchayat,CPI(M),LDF,1053,2025
B09097_14,B09097,Attapadi,14,Thavalam,S Allan,Palakkad,Block Panchayat,INC,UDF,1021,2025
B09100_1,B09100,Chittoor,1,Para,Sofiya A H,Palakkad,Block Panchayat,CPI(M),LDF,3808,2025
B09100_2,B09100,Chittoor,2,Thenari,Nikhin N,Palakkad,Block Panchayat,CPI(M),LDF,4025,2025
B09100_3,B09100,Chittoor,3,Kozhippara,Julie V V,Palakkad,Block Panchayat,CPI(M),LDF,4514,2025
B09100_4,B09100,Chittoor,4,Ozhalappathy,Swamiappan P,Palakkad,Block Panchayat,INC,UDF,3395,2025
B09100_5,B09100,Chittoor,5,Eruthenpathy,Alphonse,Palakkad,Block Panchayat,INC,UDF,3926,2025
B09100_6,B09100,Chittoor,6,Kozhinjampara,Baby,Palakkad,Block Panchayat,INC,UDF,5012,2025
B09100_7,B09100,Chittoor,7,Vannamada,Pooja J,Palakkad,Block Panchayat,CPI(M),LDF,3810,2025
B09100_8,B09100,Chittoor,8,Meenakhipuram,Vinodbabu,Palakkad,Block Panchayat,JD(S),LDF,4866,2025
B09100_9,B09100,Chittoor,9,Vandithavalam,Sheeba,Palakkad,Block Panchayat,JD(S),LDF,4830,2025
B09100_10,B09100,Chittoor,10,Kanakkampara,Beena,Palakkad,Block Panchayat,JD(S),LDF,3784,2025
B09100_11,B09100,Chittoor,11,Athikkode,Thankavelu,Palakkad,Block Panchayat,JD(S),LDF,2727,2025
B09100_12,B09100,Chittoor,12,Nallepilly,Bipin C P,Palakkad,Block Panchayat,CPI(M),LDF,4085,2025
B09100_13,B09100,Chittoor,13,Chandanappuram,Raji N,Palakkad,Block Panchayat,CPI(M),LDF,5226,2025
B09100_14,B09100,Chittoor,14,Polpully,A Krishnadas,Palakkad,Block Panchayat,CPI(M),LDF,4641,2025
B09100_15,B09100,Chittoor,15,Elappully,K R Sureshkumar,Palakkad,Block Panchayat,CPI(M),LDF,3392,2025
B09101_1,B09101,Kollankode,1,Keralapuram,B.Kajahusain,Palakkad,Block Panchayat,CPI(M),LDF,3289,2025
B09101_2,B09101,Kollankode,2,Peruvembu,Sivaraman. K,Palakkad,Block Panchayat,CPI(M),LDF,3849,2025
B09101_3,B09101,Kollankode,3,Palathully,Prasanna. V,Palakkad,Block Panchayat,INC,UDF,4538,2025
B09101_4,B09101,Kollankode,4,Karippode,Sasikala Shanthakumar,Palakkad,Block Panchayat,INC,UDF,3308,2025
B09101_5,B09101,Kollankode,5,Pattancheri,Malathi Krishnan,Palakkad,Block Panchayat,INC,UDF,3967,2025
B09101_6,B09101,Kollankode,6,Nandiyode,Sunithabhay. A,Palakkad,Block Panchayat,JD(S),LDF,3718,2025
B09101_7,B09101,Kollankode,7,Kuttipadam,Adv. K.Siyavuddeen,Palakkad,Block Panchayat,CPI(M),LDF,3257,2025
B09101_8,B09101,Kollankode,8,Govindapuram,Ram Mohan,Palakkad,Block Panchayat,CPI(M),LDF,2642,2025
B09101_9,B09101,Kollankode,9,Kambrathchalla,Saleena Shahulhameed,Palakkad,Block Panchayat,CPI(M),LDF,3265,2025
B09101_10,B09101,Kollankode,10,Kollengode Town,Ajayakumar. A.S,Palakkad,Block Panchayat,CPI(M),LDF,3758,2025
B09101_11,B09101,Kollankode,11,Payyaloor,T.V. Sajesh,Palakkad,Block Panchayat,INC,UDF,3460,2025
B09101_12,B09101,Kollankode,12,Pazhayangadi,Bindu. K,Palakkad,Block Panchayat,INC,UDF,2989,2025
B09101_13,B09101,Kollankode,13,Vadavannur,Shyni Haridas,Palakkad,Block Panchayat,CPI(M),LDF,3610,2025
B09101_14,B09101,Kollankode,14,Mangode,Sobhana Jayaprakash,Palakkad,Block Panchayat,CPI(M),LDF,3440,2025
B09101_15,B09101,Kollankode,15,Ethanur,A. Gopalakrishnan,Palakkad,Block Panchayat,CPI(M),LDF,3356,2025
B09099_1,B09099,Kuzhalmandam,1,Paruthipulli,Arjun. A,Palakkad,Block Panchayat,INC,UDF,3245,2025
B09099_2,B09099,Kuzhalmandam,2,Kottayi,Jayaraj. M.R,Palakkad,Block Panchayat,CPI(M),LDF,3494,2025
B09099_3,B09099,Kuzhalmandam,3,Pulinelli,Vinitha. V,Palakkad,Block Panchayat,CPI(M),LDF,3452,2025
B09099_4,B09099,Kuzhalmandam,4,Chungamannam,Shakkeena. T,Palakkad,Block Panchayat,CPI(M),LDF,3699,2025
B09099_5,B09099,Kuzhalmandam,5,Thachankad,Jayanthi. P,Palakkad,Block Panchayat,CPI(M),LDF,4188,2025
B09099_6,B09099,Kuzhalmandam,6,Kannadi,R. Swaminathan,Palakkad,Block Panchayat,CPI(M),LDF,3575,2025
B09099_7,B09099,Kuzhalmandam,7,Kinasseri,K. Selvan,Palakkad,Block Panchayat,INC,UDF,3695,2025
B09099_8,B09099,Kuzhalmandam,8,Thenkurissi,Kanakadas. M,Palakkad,Block Panchayat,CPI(M),LDF,3769,2025
B09099_9,B09099,Kuzhalmandam,9,Manjaloor,Pankajam. P,Palakkad,Block Panchayat,CPI(M),LDF,4529,2025
B09099_10,B09099,Kuzhalmandam,10,Kuzhalmannam,Ambika. M,Palakkad,Block Panchayat,INC,UDF,4820,2025
B09099_11,B09099,Kuzhalmandam,11,Kulavanmukku,Swathy Sukumaran,Palakkad,Block Panchayat,CPI,LDF,4347,2025
B09099_12,B09099,Kuzhalmandam,12,Malanchitti,Jayasree. M,Palakkad,Block Panchayat,CPI(M),LDF,3418,2025
B09099_13,B09099,Kuzhalmandam,13,Karadiyampara,Ansar Kasim,Palakkad,Block Panchayat,INC,UDF,3930,2025
B09099_14,B09099,Kuzhalmandam,14,Chulanur,D. Ayyappan,Palakkad,Block Panchayat,CPI(M),LDF,4009,2025
B09103_1,B09103,Malampuzha,1,Muttikulangara,K Sukumaran,Palakkad,Block Panchayat,CPI(M),LDF,3880,2025
B09103_2,B09103,Malampuzha,2,Akathethara West,Malarkodi Rajan,Palakkad,Block Panchayat,CPI,LDF,2448,2025
B09103_3,B09103,Malampuzha,3,Malampuzha,Radhika  Madhavan,Palakkad,Block Panchayat,CPI(M),LDF,3466,2025
B09103_4,B09103,Malampuzha,4,Walayar,Dhanya M,Palakkad,Block Panchayat,INC,UDF,3553,2025
B09103_5,B09103,Malampuzha,5,Kanjikode,V C Udayakumar,Palakkad,Block Panchayat,CPI(M),LDF,3990,2025
B09103_6,B09103,Malampuzha,6,Kannode,Gayathri  R,Palakkad,Block Panchayat,CPI,LDF,2916,2025
B09103_7,B09103,Malampuzha,7,Pudussery,Parvathy P C,Palakkad,Block Panchayat,CPI(M),LDF,3785,2025
B09103_8,B09103,Malampuzha,8,Kodumbu,Ratheesh Thasrak,Palakkad,Block Panchayat,INC,UDF,4187,2025
B09103_9,B09103,Malampuzha,9,Karingarapully,K Krishnankutty,Palakkad,Block Panchayat,CPI(M),LDF,3604,2025
B09103_10,B09103,Malampuzha,10,Marutharoad,Ramesh M,Palakkad,Block Panchayat,CPI(M),LDF,3852,2025
B09103_11,B09103,Malampuzha,11,Kottekkad,Jithinraj Ma,Palakkad,Block Panchayat,CPI(M),LDF,4484,2025
B09103_12,B09103,Malampuzha,12,Akathethara East,Geetha,Palakkad,Block Panchayat,BJP,NDA,3287,2025
B09103_13,B09103,Malampuzha,13,Kallekulangara,Ramya S,Palakkad,Block Panchayat,BJP,NDA,2314,2025
B09103_14,B09103,Malampuzha,14,Hemambikanagar,L Indira,Palakkad,Block Panchayat,CPI(M),LDF,2524,2025
B09103_15,B09103,Malampuzha,15,Pudupariyaram,Binumol V C,Palakkad,Block Panchayat,CPI(M),LDF,3184,2025
B09096_1,B09096,Mannarkad,1,Edathanattukara,Sainaba T P,Palakkad,Block Panchayat,IUML,UDF,7602,2025
B09096_2,B09096,Mannarkad,2,Thiruvizhamkunnu,Abdul Aseez,Palakkad,Block Panchayat,INC,UDF,4094,2025
B09096_3,B09096,Mannarkad,3,Kottopadam,Neethu Sanker.M,Palakkad,Block Panchayat,IUML,UDF,6519,2025
B09096_4,B09096,Mannarkad,4,Payyanedam,Jose P.M,Palakkad,Block Panchayat,CPI(M),LDF,4743,2025
B09096_5,B09096,Mannarkad,5,Thenkara,Girish Guptha,Palakkad,Block Panchayat,INC,UDF,4589,2025
B09096_6,B09096,Mannarkad,6,Kanjirapuzha,Francis  Joseph,Palakkad,Block Panchayat,INC,UDF,3470,2025
B09096_7,B09096,Mannarkad,7,Palakkayam,Betti Lorans,Palakkad,Block Panchayat,INC,UDF,4712,2025
B09096_8,B09096,Mannarkad,8,Meenvallam,Muhammad Navas. K. A,Palakkad,Block Panchayat,INC,UDF,3366,2025
B09096_9,B09096,Mannarkad,9,Karimba,Suhada Shameer,Palakkad,Block Panchayat,IND,OTH,4642,2025
B09096_10,B09096,Mannarkad,10,Thachampara,Nisamuddheen Ponnamngod,Palakkad,Block Panchayat,IUML,UDF,4480,2025
B09096_11,B09096,Mannarkad,11,Kottiyode,Biji Tomy,Palakkad,Block Panchayat,INC,UDF,5747,2025
B09096_12,B09096,Mannarkad,12,Changaleeri,Raseena Varodan,Palakkad,Block Panchayat,IUML,UDF,4370,2025
B09096_13,B09096,Mannarkad,13,Nechully,Shahina Ererath,Palakkad,Block Panchayat,IUML,UDF,4598,2025
B09096_14,B09096,Mannarkad,14,Ariyur,Pottur Ranjith (Kuttan),Palakkad,Block Panchayat,IUML,UDF,6098,2025
B09096_15,B09096,Mannarkad,15,Chethallur,Adv: Jayaram. A. K,Palakkad,Block Panchayat,INC,UDF,4409,2025
B09096_16,B09096,Mannarkad,16,Thachanattukara,Ameen Rashid. K. P,Palakkad,Block Panchayat,IUML,UDF,5495,2025
B09096_17,B09096,Mannarkad,17,Alanallur,Anitha  Vithanottil,Palakkad,Block Panchayat,INC,UDF,6051,2025
B09096_18,B09096,Mannarkad,18,Alanallur East,Zeenath Kongath,Palakkad,Block Panchayat,IUML,UDF,6159,2025
B09102_1,B09102,Nenmara,1,Mudappallur,C.V Velukkutti,Palakkad,Block Panchayat,CPI(M),LDF,3707,2025
B09102_2,B09102,Nenmara,2,Kathampotta,Usha Gopinathan,Palakkad,Block Panchayat,CPI(M),LDF,4612,2025
B09102_3,B09102,Nenmara,3,Chittilancheri,Valsala,Palakkad,Block Panchayat,CPI(M),LDF,3828,2025
B09102_4,B09102,Nenmara,4,Pallavur,Krishnan,Palakkad,Block Panchayat,CPI(M),LDF,3721,2025
B09102_5,B09102,Nenmara,5,Pallassana,P Prasanth,Palakkad,Block Panchayat,CPI(M),LDF,3713,2025
B09102_6,B09102,Nenmara,6,Vattekkad,Nisha K,Palakkad,Block Panchayat,CPI(M),LDF,3403,2025
B09102_7,B09102,Nenmara,7,Vithanassery,Suganthi,Palakkad,Block Panchayat,CPI(M),LDF,3106,2025
B09102_8,B09102,Nenmara,8,Peringottukavu,Sudha Raveendran,Palakkad,Block Panchayat,CPI(M),LDF,4387,2025
B09102_9,B09102,Nenmara,9,Nelliyampathy,Nisha Hyderali,Palakkad,Block Panchayat,CPI(M),LDF,2216,2025
B09102_10,B09102,Nenmara,10,Pothundy,Thottam Narayanan,Palakkad,Block Panchayat,CPI(M),LDF,3657,2025
B09102_11,B09102,Nenmara,11,Nemmara,Ameerjan(Ambu),Palakkad,Block Panchayat,INC,UDF,3970,2025
B09102_12,B09102,Nenmara,12,Ayiloor,S. Vignesh Puthanveettil,Palakkad,Block Panchayat,CPI(M),LDF,4232,2025
B09102_13,B09102,Nenmara,13,Kayaradi,Vinod,Palakkad,Block Panchayat,INC,UDF,4422,2025
B09102_14,B09102,Nenmara,14,Mangalamdam,Subitha Muraleedharan,Palakkad,Block Panchayat,CPI(M),LDF,3800,2025
B09094_1,B09094,Ottappalam,1,Cherukode,C K Sidhik,Palakkad,Block Panchayat,IUML,UDF,4429,2025
B09094_2,B09094,Ottappalam,2,Ezhuvanthala,Sreeja,Palakkad,Block Panchayat,CPI(M),LDF,4257,2025
B09094_3,B09094,Ottappalam,3,Nellaya,Rajitha Nayaruparambil,Palakkad,Block Panchayat,IUML,UDF,5008,2025
B09094_4,B09094,Ottappalam,4,Mangod,Aswani,Palakkad,Block Panchayat,CPI(M),LDF,3733,2025
B09094_5,B09094,Ottappalam,5,Thrikkadiri,Musthafa,Palakkad,Block Panchayat,CPI,LDF,3061,2025
B09094_6,B09094,Ottappalam,6,Ambalappara,Vinod,Palakkad,Block Panchayat,CPI(M),LDF,5532,2025
B09094_7,B09094,Ottappalam,7,Pulappattasseri,Pushpalatha,Palakkad,Block Panchayat,CPI(M),LDF,5705,2025
B09094_8,B09094,Ottappalam,8,Perur,K  Suresh,Palakkad,Block Panchayat,CPI(M),LDF,4012,2025
B09094_9,B09094,Ottappalam,9,Lakkidi,K Sunitha,Palakkad,Block Panchayat,CPI(M),LDF,3638,2025
B09094_10,B09094,Ottappalam,10,Chunangad,Radhakrishnan,Palakkad,Block Panchayat,CPI(M),LDF,5093,2025
B09094_11,B09094,Ottappalam,11,Manisseri,Vijitha V,Palakkad,Block Panchayat,CPI(M),LDF,5445,2025
B09094_12,B09094,Ottappalam,12,Vaniyamkulam,K Gangadharan,Palakkad,Block Panchayat,CPI(M),LDF,4603,2025
B09094_13,B09094,Ottappalam,13,Pathamkulam,Murali Master,Palakkad,Block Panchayat,INC,UDF,4562,2025
B09094_14,B09094,Ottappalam,14,Ananganadi,T P Ramakrishnan Master,Palakkad,Block Panchayat,CPI(M),LDF,4028,2025
B09094_15,B09094,Ottappalam,15,Chalavara,P Sujatha,Palakkad,Block Panchayat,CPI(M),LDF,4563,2025
B09094_16,B09094,Ottappalam,16,Kayiliyad,P V Suma,Palakkad,Block Panchayat,CPI(M),LDF,4320,2025
B09094_17,B09094,Ottappalam,17,Vallapuzha,Shaharbanu Akbar,Palakkad,Block Panchayat,CPI(M),LDF,4251,2025
B09098_1,B09098,Palakkad,1,Parassery,Thulasi O K,Palakkad,Block Panchayat,CPI(M),LDF,3386,2025
B09098_2,B09098,Palakkad,2,Cheraya,Sharafuddhin T M,Palakkad,Block Panchayat,CPI(M),LDF,4310,2025
B09098_3,B09098,Palakkad,3,Kongad,K. Shyla,Palakkad,Block Panchayat,CPI(M),LDF,4032,2025
B09098_4,B09098,Palakkad,4,Velikkad,Unnikrishnan V M,Palakkad,Block Panchayat,CPI(M),LDF,4047,2025
B09098_5,B09098,Palakkad,5,Mundur,Sasikumar V P,Palakkad,Block Panchayat,CPI(M),LDF,4006,2025
B09098_6,B09098,Palakkad,6,Kinavallur,Akhil P K,Palakkad,Block Panchayat,CPI(M),LDF,4006,2025
B09098_7,B09098,Palakkad,7,Kallekkad,Ibrahim Badhsha M,Palakkad,Block Panchayat,INC,UDF,3806,2025
B09098_8,B09098,Palakkad,8,Pirayiri,Semeena Azad,Palakkad,Block Panchayat,IUML,UDF,4828,2025
B09098_9,B09098,Palakkad,9,Kodunthirapulli,Shamshad Nisha,Palakkad,Block Panchayat,INC,UDF,3305,2025
B09098_10,B09098,Palakkad,10,Parali,Sujatha,Palakkad,Block Panchayat,BJP,NDA,3475,2025
B09098_11,B09098,Palakkad,11,Thenur,Mukundanunni P G,Palakkad,Block Panchayat,CPI(M),LDF,3401,2025
B09098_12,B09098,Palakkad,12,Mankara,Jincy S,Palakkad,Block Panchayat,CPI(M),LDF,3597,2025
B09098_13,B09098,Palakkad,13,Mannur,Dhanya,Palakkad,Block Panchayat,CPI(M),LDF,3244,2025
B09098_14,B09098,Palakkad,14,Thadukkassery,Manoj M K,Palakkad,Block Panchayat,CPI(M),LDF,4341,2025
B09098_15,B09098,Palakkad,15,Keralassry,Bindu  Krishnadas,Palakkad,Block Panchayat,CPI(M),LDF,3935,2025
B09093_1,B09093,Pattambi,1,Thiruvegappura,Eedru Master,Palakkad,Block Panchayat,IUML,UDF,5519,2025
B09093_2,B09093,Pattambi,2,Kaippuram,Fousiya Saidali,Palakkad,Block Panchayat,IUML,UDF,5935,2025
B09093_3,B09093,Pattambi,3,Edappalam,V M  Musthafa,Palakkad,Block Panchayat,INC,UDF,4480,2025
B09093_4,B09093,Pattambi,4,Vilayur,Fareeda Teacher,Palakkad,Block Panchayat,IND,OTH,3876,2025
B09093_5,B09093,Pattambi,5,Natyamangalam,Sumayya Nasar,Palakkad,Block Panchayat,IUML,UDF,4537,2025
B09093_6,B09093,Pattambi,6,Mulayankavu Town,Sreevidhya Rajesh,Palakkad,Block Panchayat,INC,UDF,4048,2025
B09093_7,B09093,Pattambi,7,Amayur,Jayasankar Kottarathil,Palakkad,Block Panchayat,INC,UDF,5044,2025
B09093_8,B09093,Pattambi,8,Koppam,Ramadas Master,Palakkad,Block Panchayat,INC,UDF,4427,2025
B09093_9,B09093,Pattambi,9,Maruthur,P P Unnikrishnan,Palakkad,Block Panchayat,INC,UDF,4142,2025
